id,icij_sar_id,filer_org_name_id,filer_org_name,begin_date,begin_date_year,end_date,end_date_year,originator_bank_id,originator_bank,originator_bank_display,originator_bank_continent,originator_bank_country,originator_iso,beneficiary_bank_id,beneficiary_bank,beneficiary_bank_continent,beneficiary_bank_country,beneficiary_iso,number_transactions,amount_transactions
235276,2961,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"May 23, 2013",2013,"Sep 3, 2013",2013,hang-seng-bank-ltd,Hang Seng Bank Ltd,Hang Seng Bank Ltd,Asia,Hong Kong,HKG,common-wealth-bank-medan-indonesia-idn,Common Wealth Bank,Asia,Indonesia,IDN,3,331459.5
235277,2961,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Apr 30, 2013",2013,"Sep 5, 2013",2013,hang-seng-bank-ltd,Hang Seng Bank Ltd,Hang Seng Bank Ltd,Asia,Hong Kong,HKG,pt-bank-commonwealth-jakarta-indonesia-idn,PT Bank Commonwealth,Asia,Indonesia,IDN,10,1031525
235278,2961,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Jul 15, 2013",2013,"Jul 15, 2013",2013,hang-seng-bank-ltd,Hang Seng Bank Ltd,Hang Seng Bank Ltd,Asia,Hong Kong,HKG,common-wealth-bank-medan-indonesia-idn,Common Wealth Bank,Asia,Indonesia,IDN,1,99976.5
234724,2421,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Apr 23, 2013",2013,"Apr 23, 2013",2013,hang-seng-bank-limited,Hang Seng Bank Ltd,Hang Seng Bank Ltd,Asia,Hong Kong,HKG,as-expobank-riga-latvia-lva,AS Expobank,Europe,Latvia,LVA,1,10000
235150,3955,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Mar 10, 2016",2016,"Mar 15, 2016",2016,hang-seng-bank-limited,Hang Seng Bank Ltd,Hang Seng Bank Ltd,Asia,Hong Kong,HKG,dbs-bank-china-limited-qingdao-china-chn,DBS Bank,Asia,China,CHN,2,5400000
229518,2208,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Feb 8, 2017",2017,"Aug 29, 2017",2017,hapoalim-b-m,Hapoalim B M,Hapoalim B M,Asia,Israel,ISR,ojsc-jscb-international-financial-club-moscow-russia-rus,Ojsc Jscb International Financial Club,Europe,Russia,RUS,6,4920000
239528,3816,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Dec 12, 2013",2013,"Dec 24, 2013",2013,harris-na,Harris N.A.,Harris N.A.,North America,United States,USA,wirecard-bank-ag-aschheim-germany-deu,Wirecard Bank AG,Europe,Germany,DEU,2,185698.63
239526,3816,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Dec 16, 2013",2013,"Dec 30, 2013",2013,harris-na,Harris N.A. ,Harris N.A. ,North America,United States,USA,wirecard-bank-ag-grasbrunn-germany-deu,Wirecard Bank AG,Europe,Germany,DEU,3,119184.37
234274,3461,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Sep 18, 2013",2013,"Sep 18, 2013",2013,harris-nail-usa-usa,"Harris N.A.(Il, Usa)","Harris N.A.(Il, Usa)",North America,United States,USA,bank-of-china-hong-kong-ltd-hong-kong-hkg,Bank of China,Asia,Hong Kong,HKG,2,193020
241312,3775,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"May 2, 2014",2014,"May 2, 2014",2014,helgeland-sparebank,Helgeland Sparebank,Helgeland Sparebank,Europe,Norway,NOR,lloyds-tsb-bank-plc-uk-gbr,Lloyds TSB Bank Plc,Europe,United Kingdom,GBR,1,1000
237793,4019,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Oct 2, 2013",2013,"Nov 12, 2013",2013,hellenic-bank-ltd,Hellenic Bank Ltd,Hellenic Bank Ltd,Europe,Cyprus,CYP,credit-suisse-ag-zurich-switzerland-che,Credit Suisse AG,Europe,Switzerland,CHE,5,1008679.02
237794,4019,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Sep 24, 2013",2013,"Sep 30, 2013",2013,hellenic-bank-ltd,Hellenic Bank Ltd,Hellenic Bank Ltd,Europe,Cyprus,CYP,dbs-bank-ltd-singapore-sgp,DBS Bank Ltd,Asia,Singapore,SGP,3,543775.29
230988,3795,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"May 14, 2014",2014,"May 14, 2014",2014,hellenic-bank-ltd,Hellenic Bank Ltd,Hellenic Bank Ltd,Europe,Cyprus,CYP,credit-suisse-ag-zurich-switzerland-che,Credit Suisse AG,Europe,Switzerland,CHE,2,644700
240427,3805,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Aug 14, 2014",2014,"Oct 17, 2014",2014,hellenic-bank-public-company-ltd,Hellenic Bank Public Company Ltd,Hellenic Bank Public Company Ltd,Europe,Cyprus,CYP,ceskoslovenska-obchodna-banka-as-bratislava-slovakia-svk,Ceskoslovenska Obchodna Banka A.S.,Europe,Slovakia,SVK,5,197500
229502,4251,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,"Nov 3, 2015",2015,"Nov 3, 2015",2015,hong-kong-and-shanghai-banking-corporation-ltd,Hong Kong And Shanghai Banking Corporation Ltd,Hong Kong And Shanghai Banking Corporation Ltd,Asia,Hong Kong,HKG,dbs-bank-ltd-singapore-sgp,DBS Bank Ltd,Asia,Singapore,SGP,1,10000000
