id,icij_sar_id,filer_org_name_id,filer_org_name,filer_org_name_display,begin_date,begin_date_year,end_date,end_date_year,originator_bank_id,originator_bank,originator_bank_continent,originator_bank_country,originator_iso,beneficiary_bank_id,beneficiary_bank,beneficiary_bank_continent,beneficiary_bank_country,beneficiary_iso,number_transactions,amount_transactions
227634,2477,citigroup-inc,"Citigroup, Inc.",Citigroup,"Nov 30, 2015",2015,"Nov 30, 2015",2015,vnesheconombank,Vnesheconombank,Europe,Russia,RUS,harris-na-usa-usa,Harris Na,North America,United States,USA,1,120133.2
227635,2477,citigroup-inc,"Citigroup, Inc.",Citigroup,"Nov 25, 2015",2015,"Nov 25, 2015",2015,vnesheconombank,Vnesheconombank,Europe,Russia,RUS,baltikums-bank-as-latvia-lva,Baltikums Bank AS,Europe,Latvia,LVA,1,310500
227636,2477,citigroup-inc,"Citigroup, Inc.",Citigroup,"Sep 2, 2015",2015,"Sep 2, 2015",2015,vnesheconombank,Vnesheconombank,Europe,Russia,RUS,norvik-banka-jsc-latvia-lva,Norvik Banka JSC,Europe,Latvia,LVA,1,407000
227637,2477,citigroup-inc,"Citigroup, Inc.",Citigroup,"Dec 8, 2015",2015,"Dec 8, 2015",2015,vnesheconombank,Vnesheconombank,Europe,Russia,RUS,norvik-banka-jsc-latvia-lva,Norvik Banka JSC,Europe,Latvia,LVA,1,248000
227638,2477,citigroup-inc,"Citigroup, Inc.",Citigroup,"Dec 4, 2015",2015,"Dec 4, 2015",2015,vnesheconombank,Vnesheconombank,Europe,Russia,RUS,norvik-banka-jsc-latvia-lva,Norvik Banka JSC,Europe,Latvia,LVA,1,275000
227639,2477,citigroup-inc,"Citigroup, Inc.",Citigroup,"Dec 2, 2015",2015,"Dec 2, 2015",2015,vnesheconombank,Vnesheconombank,Europe,Russia,RUS,norvik-banka-jsc-latvia-lva,Norvik Banka JSC,Europe,Latvia,LVA,1,274000
227640,2477,citigroup-inc,"Citigroup, Inc.",Citigroup,"Nov 27, 2015",2015,"Nov 27, 2015",2015,vnesheconombank,Vnesheconombank,Europe,Russia,RUS,norvik-banka-jsc-latvia-lva,Norvik Banka JSC,Europe,Latvia,LVA,1,245000
227641,2477,citigroup-inc,"Citigroup, Inc.",Citigroup,"Nov 24, 2015",2015,"Nov 24, 2015",2015,vnesheconombank,Vnesheconombank,Europe,Russia,RUS,norvik-banka-jsc-latvia-lva,Norvik Banka JSC,Europe,Latvia,LVA,1,251000
227713,3260,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Jul 31, 2014",2014,"Jul 31, 2014",2014,bank-centercredit,Bank Centercredit,Asia,Kazakhstan,KAZ,dnb-bankas-vilnius-lithuania-ltu,DNB Bankas,Europe,Lithuania,LTU,1,2000
227714,3260,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Jun 25, 2014",2014,"Jul 14, 2014",2014,dbs-bank-ltd,DBS Bank Ltd,Asia,Singapore,SGP,ab-dnb-bankas-vilnius-lithuania-ltu,AB DNB Bankas,Europe,Lithuania,LTU,2,1980
227715,3260,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Jul 21, 2014",2014,"Jul 21, 2014",2014,danske-bank-as,Danske Bank A/S,Europe,Lithuania,LTU,ab-dnb-bankas-vilnius-lithuania-ltu,AB DNB Bankas,Europe,Lithuania,LTU,1,4500
227716,3260,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Jul 18, 2014",2014,"Jul 18, 2014",2014,norvik-banka-jsc,Norvik Banka JSC,Europe,Latvia,LVA,dnb-bank-asa-oslo-norway-nor,DNB Bank Asa,Europe,Norway,NOR,1,14900
227717,3260,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Jul 18, 2014",2014,"Jul 18, 2014",2014,db-ag-london-commission-sharing,Db AG London Commission Sharing,Europe,United Kingdom,GBR,ab-dnb-bankas-vilnius-lithuania-ltu,AB DNB Bankas,Europe,Lithuania,LTU,1,29859
227718,3260,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Jul 29, 2014",2014,"Jul 29, 2014",2014,danske-bank-as,Danske Bank A/S,Europe,Estonia,EST,ab-dnb-bankas-vilnius-lithuania-ltu,AB DNB Bankas,Europe,Lithuania,LTU,1,100000
227719,3260,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Jun 26, 2014",2014,"Jun 26, 2014",2014,armbusinessbank,Armbusinessbank,Asia,Armenia,ARM,ab-dnb-bankas-vilnius-lithuania-ltu,AB DNB Bankas,Europe,Lithuania,LTU,1,100000
227720,3260,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Jun 11, 2014",2014,"Jun 11, 2014",2014,bank-julius-baer-and-coltd,Bank Julius Baer And Co.Ltd.,Europe,Switzerland,CHE,ab-dnb-bankas-vilnius-lithuania-ltu,AB DNB Bankas,Europe,Lithuania,LTU,1,150000
227721,3260,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Jun 12, 2014",2014,"Jul 31, 2014",2014,ab-dnb-bankas,AB DNB Bankas,Europe,Lithuania,LTU,shanghai-pudong-development-bank-shanghai-china-chn,Shanghai Pudong Development Bank,Asia,China,CHN,5,377238.27
227722,3260,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Jul 8, 2014",2014,"Jul 8, 2014",2014,ab-dnb-bankas,AB DNB Bankas,Europe,Lithuania,LTU,bta-bank-almaty-kazakhstan-kaz,BTA Bank,Asia,Kazakhstan,KAZ,1,1323430
227778,2503,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Jul 20, 2015",2015,"Jul 20, 2015",2015,banque-privee-edmond-de-rothschild-europe,Banque Privee Edmond De Rothschild Europe,Europe,Luxembourg,LUX,jp-morgan-chase-bank-ny-us-usa,JPMorgan Chase Bank,North America,United States,USA,1,10000
227783,2503,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Jul 5, 2016",2016,"Jul 5, 2016",2016,eurobank-cyprus-ltd,Eurobank Cyprus Ltd,Europe,Cyprus,CYP,barclays-bank-plc-london-england-gbr,Barclays Bank Plc,Europe,United Kingdom,GBR,1,168974.55
227784,2503,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Jul 31, 2015",2015,"Jul 31, 2015",2015,banque-privee-edmond-de-rothschild-sa,Banque Privee Edmond De Rothschild S.A. ,Europe,Switzerland,CHE,unicredit-spa-milan-italy-ita,UniCredit Spa,Europe,Italy,ITA,1,100000
227830,3678,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Jun 7, 2016",2016,"Jun 21, 2016",2016,rizal-commercial-banking-corp,Rizal Commercial Banking Corp,Asia,Philippines,PHL,scsb-savings-department-branch-taipei-taiwan-twn,SCSB Savings Department Branch,Asia,Taiwan,TWN,4,1836639
227831,3678,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Jun 2, 2016",2016,"Jun 27, 2016",2016,russita-bank-international-commercial-investment-bank,Russita Bank International Commercial Investment Bank,Europe,Russia,RUS,as-privatbank-riga-latvia-lva,AS PrivatBank,Europe,Latvia,LVA,23,2073716.31
227832,3678,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Jun 20, 2016",2016,"Jun 20, 2016",2016,international-bank-of-st-petersburg-plc,International Bank of St. Petersburg Plc,Europe,Russia,RUS,jsc-norvik-banka-riga-latvia-lva,JSC Norvik Banka,Europe,Latvia,LVA,1,1586492
227833,3678,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Jun 7, 2016",2016,"Jun 7, 2016",2016,bank-of-communications-co-ltd,Bank of Communications Co Ltd,Asia,China,CHN,china-minsheng-banking-corp-beijing-china-chn,China Minsheng Banking Corp,Asia,China,CHN,1,2487862.59
227835,3678,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Jun 2, 2016",2016,"Jun 22, 2016",2016,cyprus-development-bank-public,Cyprus Development Bank Public,Europe,Cyprus,CYP,ppf-banka-as-prague-czech-republic-cze,PPF Banka A.S.,Europe,Czech Republic,CZE,9,3128412.9
227836,3678,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Jun 6, 2016",2016,"Jun 30, 2016",2016,japan-post-bank-co,Japan Post Bank Co,Asia,Japan,JPN,hang-seng-bank-hong-kong-hkg,Hang Seng Bank,Asia,Hong Kong,HKG,19,5158505.77
227837,3678,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Jun 28, 2016",2016,"Jun 28, 2016",2016,credit-suisse-ag,Credit Suisse AG,Europe,Switzerland,CHE,ing-bank-nv-amsterdam-netherlands-nld,ING Bank N.V. ,Europe,Netherlands,NLD,1,9602143.7
227838,3678,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Jun 29, 2016",2016,"Jun 29, 2016",2016,sg-private-banking-suisse,SG Private Banking Suisse,Europe,Switzerland,CHE,sberbank-of-russia-moscow-russia-rus,Sberbank of Russia,Europe,Russia,RUS,1,9750000
227839,3678,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Jun 8, 2016",2016,"Jun 8, 2016",2016,bank-of-communications-co-ltd,Bank of Communications Co Ltd,Asia,China,CHN,bank-of-rizhao-co-rizhao-china-chn,Bank of Rizhao Co,Asia,China,CHN,1,9812877.96
227945,3837,standard-chartered-plc,Standard Chartered Plc,Standard Chartered,"Jan 31, 2013",2013,"May 2, 2013",2013,bank-of-communications-co-ltd,Bank of Communications Co Ltd,Asia,China,CHN,indian-overseas-bank-hong-kong-hkg,Indian Overseas Bank,Asia,Hong Kong,HKG,4,379885
227976,3689,standard-chartered-plc,Standard Chartered Plc,Standard Chartered,"Jan 8, 2013",2013,"Sep 30, 2014",2014,joint-stock-commercial-bank-transcapitalbank-closed-joint-stock-company,Joint Stock Commercial Bank Transcapitalbank Closed Joint Stock Company,Europe,Russia,RUS,standard-chartered-bank-hong-kong-ltd-hong-kong-hkg,Standard Chartered Bank Hong Kong Ltd,Asia,Hong Kong,HKG,30,4632546.5
227977,3689,standard-chartered-plc,Standard Chartered Plc,Standard Chartered,"Jan 8, 2013",2013,"Sep 30, 2014",2014,as-privatbank,AS PrivatBank,Europe,Latvia,LVA,standard-chartered-bank-hong-kong-ltd-hong-kong-hkg,Standard Chartered Bank Hong Kong Ltd,Asia,Hong Kong,HKG,17,6133860.03
227978,3689,standard-chartered-plc,Standard Chartered Plc,Standard Chartered,"Jan 8, 2013",2013,"Sep 30, 2014",2014,baltikums-bank-as,Baltikums Bank AS,Europe,Latvia,LVA,standard-chartered-bank-hong-kong-ltd-hong-kong-hkg,Standard Chartered Bank Hong Kong Ltd,Asia,Hong Kong,HKG,26,7722872.88
227979,3689,standard-chartered-plc,Standard Chartered Plc,Standard Chartered,"Jan 8, 2013",2013,"Sep 30, 2014",2014,standard-chartered-bank-hong-kong-ltd,Standard Chartered Bank Hong Kong Ltd,Asia,Hong Kong,HKG,citibank-taiwan-limited-taiwan-twn,Citibank Taiwan Limited,Asia,Taiwan,TWN,47,7832341
227980,3689,standard-chartered-plc,Standard Chartered Plc,Standard Chartered,"Jan 8, 2013",2013,"Sep 30, 2014",2014,danske-bank-a-s-estonia-branch,Danske Bank A S Estonia Branch,Europe,Estonia,EST,standard-chartered-bank-hong-kong-ltd-hong-kong-hkg,Standard Chartered Bank Hong Kong Ltd,Asia,Hong Kong,HKG,22,8758411.27
227981,3689,standard-chartered-plc,Standard Chartered Plc,Standard Chartered,"Jan 8, 2013",2013,"Sep 30, 2014",2014,moldindconbank,Moldindconbank,Europe,Moldova,MDA,standard-chartered-bank-hong-kong-ltd-hong-kong-hkg,Standard Chartered Bank Hong Kong Ltd,Asia,Hong Kong,HKG,18,9139992.68
228066,3312,standard-chartered-plc,Standard Chartered Plc,Standard Chartered,"Jun 23, 2015",2015,"Jun 23, 2015",2015,american-business-bank,American Business Bank,North America,United States,USA,standard-chartered-bank-hong-kong-ltd-hong-kong-hkg,Standard Chartered Bank Hong Kong Ltd,Asia,Hong Kong,HKG,1,45671
228067,3312,standard-chartered-plc,Standard Chartered Plc,Standard Chartered,"Mar 9, 2015",2015,"Mar 9, 2015",2015,standard-chartered-bank-hong-kong-ltd,Standard Chartered Bank Hong Kong Ltd,Asia,Hong Kong,HKG,bank-of-communications-shanghai-china-chn,Bank of Communications,Asia,China,CHN,1,999000
228068,3312,standard-chartered-plc,Standard Chartered Plc,Standard Chartered,"Apr 29, 2015",2015,"Jun 30, 2015",2015,danske-bank-a-s,Danske Bank A S,Europe,Estonia,EST,standard-chartered-bank-hong-kong-ltd-hong-kong-hkg,Standard Chartered Bank Hong Kong Ltd,Asia,Hong Kong,HKG,3,1049080
228069,3312,standard-chartered-plc,Standard Chartered Plc,Standard Chartered,"Mar 20, 2015",2015,"Apr 15, 2015",2015,bank-of-communications,Bank of Communications,Asia,China,CHN,standard-chartered-bank-hong-kong-ltd-hong-kong-hkg,Standard Chartered Bank Hong Kong Ltd,Asia,Hong Kong,HKG,3,1251050
228070,3312,standard-chartered-plc,Standard Chartered Plc,Standard Chartered,"Apr 8, 2015",2015,"May 19, 2015",2015,standard-chartered-bank-hong-kong-ltd,Standard Chartered Bank Hong Kong Ltd,Asia,Hong Kong,HKG,china-construction-bank-corporation-yan-cheng-china-chn,China Construction Bank Corporation,Asia,China,CHN,5,1350000
228071,3312,standard-chartered-plc,Standard Chartered Plc,Standard Chartered,"Apr 30, 2015",2015,"Jun 15, 2015",2015,bank-of-communications,Bank of Communications,Asia,China,CHN,standard-chartered-bank-hong-kong-ltd-hong-kong-hkg,Standard Chartered Bank Hong Kong Ltd,Asia,Hong Kong,HKG,6,1374000.62
228072,3312,standard-chartered-plc,Standard Chartered Plc,Standard Chartered,"Apr 29, 2015",2015,"May 19, 2015",2015,standard-chartered-bank-hong-kong-ltd,Standard Chartered Bank Hong Kong Ltd,Asia,Hong Kong,HKG,dbs-bank-ltd-singapore-sgp,DBS Bank Ltd,Asia,Singapore,SGP,3,1680090
228076,3312,standard-chartered-plc,Standard Chartered Plc,Standard Chartered,"May 15, 2015",2015,"May 18, 2015",2015,industrial-commercial-bank-of-china,Industrial Commercial Bank of China,Asia,China,CHN,standard-chartered-bank-hong-kong-ltd-hong-kong-hkg,Standard Chartered Bank Hong Kong Ltd,Asia,Hong Kong,HKG,2,5000000
228077,3312,standard-chartered-plc,Standard Chartered Plc,Standard Chartered,"Jun 23, 2015",2015,"Jun 23, 2015",2015,american-business-bank,American Business Bank,North America,United States,USA,standard-chartered-bank-hong-kong-ltd-hong-kong-hkg,Standard Chartered Bank Hong Kong Ltd,Asia,Hong Kong,HKG,1,45671
228078,3266,standard-chartered-plc,Standard Chartered Plc,Standard Chartered,"Mar 12, 2014",2014,"Mar 12, 2014",2014,standard-chartered-bank-hong-kong-limited,Standard Chartered Bank Hong Kong Limited,Asia,Hong Kong,HKG,indian-bank-mumbai-india-ind,Indian Bank,Asia,India,IND,1,139935
228079,3266,standard-chartered-plc,Standard Chartered Plc,Standard Chartered,"May 12, 2014",2014,"Jun 24, 2014",2014,standard-chartered-bank-hong-kong-limited,Standard Chartered Bank Hong Kong Limited,Asia,Hong Kong,HKG,bank-of-jiangsu-co-ltd-nanjing-china-chn,Bank of Jiangsu Co Ltd,Asia,China,CHN,2,142940
228080,3266,standard-chartered-plc,Standard Chartered Plc,Standard Chartered,"Jul 2, 2014",2014,"Jul 2, 2014",2014,bank-of-singapore-limited,Bank of Singapore Limited,Asia,Singapore,SGP,standard-chartered-bank-hong-kong-limited-hong-kong-hkg,Standard Chartered Bank Hong Kong Limited,Asia,Hong Kong,HKG,1,200000
228081,3266,standard-chartered-plc,Standard Chartered Plc,Standard Chartered,"May 9, 2014",2014,"May 9, 2014",2014,ubs-ag-stamford-branch,UBS AG Stamford Branch,North America,United States,USA,standard-chartered-bank-hong-kong-limited-hong-kong-hkg,Standard Chartered Bank Hong Kong Limited,Asia,Hong Kong,HKG,1,214975
228082,3266,standard-chartered-plc,Standard Chartered Plc,Standard Chartered,"Aug 8, 2014",2014,"Aug 13, 2014",2014,deutsche-bank-ag,Deutsche Bank AG,Asia,India,IND,standard-chartered-bank-hong-kong-limited-hong-kong-hkg,Standard Chartered Bank Hong Kong Limited,Asia,Hong Kong,HKG,3,237828
228083,3266,standard-chartered-plc,Standard Chartered Plc,Standard Chartered,"Mar 10, 2014",2014,"May 19, 2014",2014,dbs-bank-ltd,DBS Bank Ltd,Asia,Singapore,SGP,standard-chartered-bank-hong-kong-limited-hong-kong-hkg,Standard Chartered Bank Hong Kong Limited,Asia,Hong Kong,HKG,2,242389
228084,3266,standard-chartered-plc,Standard Chartered Plc,Standard Chartered,"Apr 4, 2014",2014,"Apr 4, 2014",2014,first-caribbean-international-bank,First Caribbean International Bank,North America,Saint Kitts & Nevis,KNA,standard-chartered-bank-hong-kong-limited-hong-kong-hkg,Standard Chartered Bank Hong Kong Limited,Asia,Hong Kong,HKG,2,349950
228085,3266,standard-chartered-plc,Standard Chartered Plc,Standard Chartered,"Mar 18, 2014",2014,"Aug 28, 2014",2014,bank-of-saint-lucia-intl-ltd,Bank of Saint Lucia Intl Ltd,North America,Saint Lucia,LCA,standard-chartered-bank-hong-kong-limited-hong-kong-hkg,Standard Chartered Bank Hong Kong Limited,Asia,Hong Kong,HKG,3,499048.76
228086,3266,standard-chartered-plc,Standard Chartered Plc,Standard Chartered,"Mar 20, 2014",2014,"Mar 20, 2014",2014,eurobank-cyprus-ltd,Eurobank Cyprus Ltd,Europe,Cyprus,CYP,standard-chartered-bank-hong-kong-limited-hong-kong-hkg,Standard Chartered Bank Hong Kong Limited,Asia,Hong Kong,HKG,1,500000
228087,3266,standard-chartered-plc,Standard Chartered Plc,Standard Chartered,"Mar 12, 2014",2014,"Sep 10, 2014",2014,standard-chartered-bank-hong-kong-limited,Standard Chartered Bank Hong Kong Limited,Asia,Hong Kong,HKG,industrial-commercial-bank-of-china-beijing-china-chn,Industrial Commercial Bank of China,Asia,China,CHN,12,766670
228284,3219,mitsubishi-ufj-financial-group-inc,"Mitsubishi UFJ Financial Group, Inc.",Mitsubishi UFJ,"Sep 24, 2013",2013,"Oct 17, 2013",2013,bank-of-tokyo-mitsubishi-ufj,Bank of Tokyo-Mitsubishi Ufj,North America,United States,USA,rietumu-banka-latvia-lva,Rietumu Banka,Europe,Latvia,LVA,2,5865.98
228285,3221,china-investment-corporation,China Investment Corporation,China Investment Corp.,"Oct 23, 2013",2013,"Dec 12, 2013",2013,bank-of-china-shanghai,Bank of China Shanghai ,Asia,China,CHN,deutsche-bank-ag-prague-czech-republic-cze,Deutsche Bank AG,Europe,Czech Republic,CZE,14,328699
228333,4152,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"May 29, 2014",2014,"Aug 14, 2014",2014,western-union-business-solutions,Western Union Business Solutions,North America,United States,USA,raiffeisen-bank-polska-sa-warsaw-poland-pol,Raiffeisen Bank Polska S.A.,Europe,Poland,POL,22,2926512.63
228425,3490,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Nov 29, 2013",2013,"Dec 9, 2013",2013,active-bank,Active Bank,Europe,Ukraine,UKR,unicredit-bank-austria-ag-vienna-austria-aut,UniCredit Bank Austria AG,Europe,Austria,AUT,2,829000
228509,3647,deutsche-bank-ag,Deutsche Bank AG,Deutsche Bank,"Nov 23, 2015",2015,"Nov 23, 2015",2015,wells-fargo-bank-na,Wells Fargo Bank Na,North America,United States,USA,stanbic-bank-ghana-limited-ghana-gha,Stanbic Bank Ghana Limited,Africa,Ghana,GHA,1,45000
228510,3647,deutsche-bank-ag,Deutsche Bank AG,Deutsche Bank,"Nov 27, 2013",2013,"Nov 27, 2013",2013,lan-and-spar-bank-as,Lan And Spar Bank AS,Europe,Denmark,DNK,kenya-commercial-bank-limited-kenya-ken,Kenya Commercial Bank Limited,Africa,Kenya,KEN,1,755
228513,3020,hsbc-holdings-plc,HSBC Holdings Plc,HSBC,"Jun 3, 2014",2014,"Jun 3, 2014",2014,hsbc-hong-kong-hkg,HSBC Hong Kong,Asia,Hong Kong,HKG,kookmin-bank-seoul-korea-kor,Kookmin Bank Seoul,Africa,Korea,KOR,1,11343.14
228521,2446,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Oct 1, 2014",2014,"Oct 31, 2014",2014,alfabank,Alfabank,Europe,Russia,RUS,baltikums-bank-riga-lv-lva,Baltikums Bank,Europe,Latvia,LVA,20,8969209.73
228522,2446,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Oct 15, 2014",2014,"Oct 15, 2014",2014,landesbank-baden-wuerttemberg,Landesbank Baden-Wuerttemberg,Europe,Germany,DEU,baltikums-bank-riga-lv-lva,Baltikums Bank,Europe,Latvia,LVA,1,9443258.7
228525,4370,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Mar 7, 2014",2014,"Mar 28, 2014",2014,amsterdam-trade-bank-nv,Amsterdam Trade Bank NV,Europe,Netherlands,NLD,seb-bank-tallinn-estonia-est,SEB Bank,Europe,Estonia,EST,8,1450000
228579,2297,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Dec 10, 2013",2013,"Sep 3, 2014",2014,cor-clearing-llc,"Cor Clearing, Llc",North America,United States,USA,jsc-norvik-banka-riga-latvia-lva,JSC Norvik Banka,Europe,Latvia,LVA,8,410000
228581,2297,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Feb 4, 2014",2014,"Mar 10, 2015",2015,apex-clearing-corporation,Apex Clearing Corporation,North America,United States,USA,wells-fargo-san-francisco-ca-usa,Wells Fargo,North America,United States,USA,5,1065837.1
228582,2297,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Apr 3, 2015",2015,"Apr 3, 2015",2015,sberbank,Sberbank,Europe,Russia,RUS,citibank-na-new-york-usa,Citibank N.A.,North America,United States,USA,1,419069
228583,2297,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Feb 17, 2015",2015,"Apr 3, 2015",2015,sberbank,Sberbank,Europe,Russia,RUS,citibank-na-new-york-usa,Citibank N.A.,North America,United States,USA,2,1148748
228584,2297,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Feb 13, 2014",2014,"Feb 13, 2014",2014,hsbc,HSBC,Asia,Hong Kong,HKG,bank-otsar-ha-hayal-ltd-ramat-gan-israel-isr,Bank Otsar Ha-Hayal Ltd,Asia,Israel,ISR,1,39975
228585,2297,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Mar 6, 2013",2013,"Apr 29, 2013",2013,citibank-na,Citibank N.A.,North America,United States,USA,bank-hapoalim-tel-aviv-israel-isr,Bank Hapoalim,Asia,Israel,ISR,3,360000
228587,2297,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Jan 23, 2015",2015,"Jan 23, 2015",2015,raiffeisen-zentralbank-oesterreich-ag,Raiffeisen Zentralbank Oesterreich AG,Europe,Austria,AUT,coutts-and-company-london-uk-gbr,Coutts And Company,Europe,United Kingdom,GBR,1,4000000
228589,2297,the-bank-of-new-york-mellon-corp,The Bank of New York Mellon Corp.,Bank of New York Mellon,"Mar 16, 2015",2015,"Jun 18, 2015",2015,barclays-bank-plc,Barclays Bank Plc,Europe,United Kingdom,GBR,sberbank-moscow-russia-rus,Sberbank,Europe,Russia,RUS,3,289990.6
228597,3472,deutsche-bank-ag,Deutsche Bank AG,Deutsche Bank,"Oct 3, 2013",2013,"Oct 4, 2013",2013,deutsche-bank-ag,Deutsche Bank AG,Europe,Czech Republic,CZE,bank-zachodni-wbk-sa-poland-pol,Bank Zachodni Wbk SA,Europe,Poland,POL,10,12030
228598,3468,deutsche-bank-ag,Deutsche Bank AG,Deutsche Bank,"Nov 8, 2013",2013,"Dec 2, 2013",2013,deutsche-bank-ag,Deutsche Bank AG,Europe,United Kingdom,GBR,bank-of-china-ltd-china-chn,Bank of China Ltd,Asia,China,CHN,2,1862149.24
228599,3468,deutsche-bank-ag,Deutsche Bank AG,Deutsche Bank,"Nov 22, 2013",2013,"Nov 22, 2013",2013,deutsche-bank-ag,Deutsche Bank AG,Europe,United Kingdom,GBR,bank-of-china-ltd-china-chn,Bank of China Ltd.,Asia,China,CHN,1,2638392.04
228600,3468,deutsche-bank-ag,Deutsche Bank AG,Deutsche Bank,"Nov 15, 2013",2013,"Dec 2, 2013",2013,deutsche-bank-ag,Deutsche Bank AG,Europe,United Kingdom,GBR,bank-of-china-ltd-china-chn,Bank of China Ltd.,Asia,China,CHN,4,28400000
228702,2992,jp-morgan-chase-co,JP Morgan Chase & Co.,JP Morgan Chase,"Dec 2, 2013",2013,"Dec 19, 2013",2013,panin-bank,Panin Bank,Asia,Indonesia,IDN,hong-kong-and-shanghai-banking-corporation-limited-us-usa,Hong Kong And Shanghai Banking Corporation Limited,North America,United States,USA,11,3600000
228704,2992,jp-morgan-chase-co,JP Morgan Chase & Co.,JP Morgan Chase,"Dec 3, 2013",2013,"Dec 9, 2013",2013,panin-bank,Panin Bank,Asia,Indonesia,IDN,hong-kong-and-shanghai-banking-corporation-limited-hong-kong-hkg,Hong Kong And Shanghai Banking Corporation Limited,Asia,Hong Kong,HKG,4,1000000
228705,2992,jp-morgan-chase-co,JP Morgan Chase & Co.,JP Morgan Chase,"Dec 3, 2013",2013,"Dec 12, 2013",2013,panin-bank,Panin Bank,Asia,Indonesia,IDN,hong-kong-and-shanghai-banking-corporation-limited-hong-kong-hkg,Hong Kong And Shanghai Banking Corporation Limited,Asia,Hong Kong,HKG,4,826949
228870,4091,deutsche-bank-ag,Deutsche Bank AG,Deutsche Bank,"May 28, 2013",2013,"May 28, 2013",2013,banque-safra-luxembourg-sa,Banque Safra - Luxembourg S.A.,Europe,Luxembourg,LUX,union-bancaire-privee-switzerland-che,Union Bancaire Privee,Europe,Switzerland,CHE,1,100000
228880,3853,deutsche-bank-ag,Deutsche Bank AG,Deutsche Bank,"Mar 15, 2013",2013,"Mar 27, 2013",2013,banque-safra-luxembourg-sa,Banque Safra - Luxembourg S.A.,Europe,Luxembourg,LUX,union-bancaire-privee-switzerland-che,Union Bancaire Privee,Europe,Switzerland,CHE,2,150000
228971,2497,jp-morgan-chase-co,JP Morgan Chase & Co.,JP Morgan Chase,"Feb 21, 2013",2013,"Feb 21, 2013",2013,bank-hapoalim-b-m,Bank Hapoalim B M,Asia,Israel,ISR,bank-julius-baer-and-co-ltd-singapore-sgp,Bank Julius Baer And Co Ltd,Asia,Singapore,SGP,1,1000000
229018,2770,societe-generale-sa,Societe Generale SA,Societe Generale,"Jun 10, 2013",2013,"Jun 10, 2013",2013,societe-generale-private-banking,Societe Generale Private Banking,Europe,Switzerland,CHE,east-west-united-bank-sa-luxemburg-lux,East-West United Bank S.A.,Europe,Luxembourg,LUX,1,94000000
